source,target,transaction_type,amount,hash,timeStamp,label,tokenSymbol,contractAddress,source_layer,source_clean,target_clean,is_service_provider,service_matched_side,service_provider_name,service_provider_category,service_provider_source,service_provider_note
0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x31de722ba4c157ba5def5587392b00f305763757,erc20,5508357.69,0x8295f0caab1f16754b70ece2fdab9ff03584337b0a36b393901dd6a9e5cc2587,1609161862,candidate_layering,SPND,0xddd460bbd9f79847ea08681563e8a9696867210c,0,0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x31de722ba4c157ba5def5587392b00f305763757,False,none,,,,
0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x31de722ba4c157ba5def5587392b00f305763757,erc20,19939021.341,0x019789880d2f74909511eedbd1033b7f4c39d56a671ce244478117e03b0fdc4c,1609161862,candidate_layering,SYLO,0xf293d23bf2cdc05411ca0eddd588eb1977e8dcd4,0,0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x31de722ba4c157ba5def5587392b00f305763757,False,none,,,,
0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x31de722ba4c157ba5def5587392b00f305763757,erc20,16341025.821,0x6ffcb96eb079fffda80353dbed4eb0e538177e58f64ed16db93ccea4eacd39a6,1609161862,candidate_layering,OPENC,0x9d86b1b2554ec410eccffbf111a6994910111340,0,0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x31de722ba4c157ba5def5587392b00f305763757,False,none,,,,
0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0xb20bae0cd1a1dbcc33977df50cdd6bb379389c6e,erc20,771000.969,0xad83a81e06ff632a4cbf33992c298ac12660783cafbe5b81c121077ff3111c0b,1610519762,candidate_layering,LOC,0x5e3346444010135322268a4630d2ed5f8d09446c,0,0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0xb20bae0cd1a1dbcc33977df50cdd6bb379389c6e,False,none,,,,
0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x170fdf119d849d18bedd6054429a38a31830490e,erc20,24413829.960583717,0x37eda339bed1b7de50dac78a4254729e9e04af27e01933f2d1f0fb48f7ee0f7a,1614964369,candidate_layering,AMPL,0xd46ba6d942050d489dbd938a2c909a5d5039a161,0,0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x170fdf119d849d18bedd6054429a38a31830490e,False,none,,,,
0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x5925a53e9679b98749b74bb1bb4dcf4284251944,erc20,1000000.0,0x02fd27e91d547b9264150969f97197bc18e2f56cc66de4bf61398b8228115943,1629098393,candidate_layering,SYLO,0xf293d23bf2cdc05411ca0eddd588eb1977e8dcd4,0,0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x5925a53e9679b98749b74bb1bb4dcf4284251944,False,none,,,,
0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x5925a53e9679b98749b74bb1bb4dcf4284251944,erc20,16939021.0,0xbfb8a7d5f828f9a096bac2787fb6bef58891624e8b6992b275257a5137037cd5,1629098921,candidate_layering,SYLO,0xf293d23bf2cdc05411ca0eddd588eb1977e8dcd4,0,0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x5925a53e9679b98749b74bb1bb4dcf4284251944,False,none,,,,
0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0xbca8d8e807358747a7935c0434a1e3875b15f813,erc20,1000000.0,0x1a6229d7bbd90d5ff336bacd368552f5c895b58ae8f2e3ba1a43d4f86fc828b5,1629099321,candidate_layering,CSP,0xa6446d655a0c34bc4f05042ee88170d056cbaf45,0,0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0xbca8d8e807358747a7935c0434a1e3875b15f813,False,none,,,,
0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0xbca8d8e807358747a7935c0434a1e3875b15f813,erc20,26203605.4,0xb8ce6643f28e8f1c7eae46f9e9fcc1432e8ef07f9c20a047cd3dd6528d2d5a00,1629100604,candidate_layering,CSP,0xa6446d655a0c34bc4f05042ee88170d056cbaf45,0,0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0xbca8d8e807358747a7935c0434a1e3875b15f813,False,none,,,,
0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0xc6fff797a0c75560ad6d2305233c58411fdbed1c,erc20,1.0,0xf377b534cce4669b7d68731efa5ce373d8aeca64c7684411838aa47b1f8f9368,1679470187,candidate_layering,USDT,0x1153fd2f31be8c68e09c7e3c41b8fb0155a45cc8,0,0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0xc6fff797a0c75560ad6d2305233c58411fdbed1c,False,none,,,,
0xc6f928cf9431b82c8c9a10fe954df44e66cbed1c,0xdf092101010766234f7d261a75de94235270138e,normal_eth,2.0,0xda61c750da7a7bdf03792989e982bbb52d219f6bed192d416e996bc87d8a5fbf,1601085411,candidate_layering,,,1,0xc6f928cf9431b82c8c9a10fe954df44e66cbed1c,0xdf092101010766234f7d261a75de94235270138e,False,none,,,,
0xc6f928cf9431b82c8c9a10fe954df44e66cbed1c,0x9dc2f9c2d944578420cdc8237cf3264d403355f7,normal_eth,1.0,0x8345ecfe602f99b83af3a2629fe08d11c5a2506f5270070d290a32187823d7f8,1601182901,candidate_layering,,,1,0xc6f928cf9431b82c8c9a10fe954df44e66cbed1c,0x9dc2f9c2d944578420cdc8237cf3264d403355f7,False,none,,,,
0xc6f928cf9431b82c8c9a10fe954df44e66cbed1c,0xdf092101010766234f7d261a75de94235270138e,erc20,30000.0,0x2cadd74d2713f4f50e1ebd96669f38582682006ee63fedb1570c22f2fe7dc8da,1601085343,candidate_layering,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,1,0xc6f928cf9431b82c8c9a10fe954df44e66cbed1c,0xdf092101010766234f7d261a75de94235270138e,False,none,,,,
0xc6f928cf9431b82c8c9a10fe954df44e66cbed1c,0x710da7a06b0c66a18fed27dfa53d937c69ed3b2c,erc20,20000.0,0x69330c8afc651889bc4ec353658c7c79412f3d92e6c1df6d25de8a556a1b404b,1601125956,candidate_layering,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,1,0xc6f928cf9431b82c8c9a10fe954df44e66cbed1c,0x710da7a06b0c66a18fed27dfa53d937c69ed3b2c,False,none,,,,
