address,layer,role
0x56eb4a5f64fa21e13548b95109f42fa08a644628,0,placement
0xa0c68c638235ee32657e8f720a23cec1bfc77c77,1,candidate_layering
0x8484ef722627bf18ca5ae6bcf031c23e6e922b30,2,candidate_layering
