source,target,transaction_type,amount,hash,timeStamp,label,tokenSymbol,contractAddress,source_layer
0x26a76f4fe7a21160274d060acb209f515f35429c,0x722122df12d4e14e13ac3b6895a86e84145b6967,normal_eth,0.1,0x8620a13517da1f2c96b2f94dae27a0c3feb87c520cc9b9f90b1b179acea0621e,1638371814,candidate_layering,,,0
0x26a76f4fe7a21160274d060acb209f515f35429c,0xc7a1cb6edc22e94f17c80eb5b959f2ad28511d4e,erc20,409081.0,0xe01d706d668418e3c349c6dfb47b92a4ed17b4c680b974b937e4ffb0cf3b1552,1638369515,candidate_layering,HBT,0x0ace32f6e87ac1457a5385f8eb0208f37263b415,0
0x26a76f4fe7a21160274d060acb209f515f35429c,0xa023cca9de8486d867e8b2f7bfd133a96455f850,erc20,400000.0,0xa685835be4ae4f5d3a9098305cb5c188d0f6a567c79c977b79a712fde66e86aa,1638369642,candidate_layering,HBT,0x0ace32f6e87ac1457a5385f8eb0208f37263b415,0
0x26a76f4fe7a21160274d060acb209f515f35429c,0xa023cca9de8486d867e8b2f7bfd133a96455f850,erc20,609081.3758327898,0xf535d56957d08ad883905b87c286510f85e03024970a2c0e3cde417171e67d16,1638369675,candidate_layering,HBT,0x0ace32f6e87ac1457a5385f8eb0208f37263b415,0
0x26a76f4fe7a21160274d060acb209f515f35429c,0xc3d03e4f041fd4cd388c549ee2a29a9e5075882f,erc20,114008.58619384792,0xe10d6beacc1cdfa706a65e20480011bde4e5b6c9bbfa86630f0f27068bfd0320,1638370360,candidate_layering,DAI,0x6b175474e89094c44da98b954eedeac495271d0f,0
0x26a76f4fe7a21160274d060acb209f515f35429c,0xa023cca9de8486d867e8b2f7bfd133a96455f850,erc20,0.0210181398660756,0xaa1108e1bc4ec4902525cd0a27adaf0cac9d3c79c355fbf88efbfd8eed60e25c,1638370718,candidate_layering,SLP,0xa023cca9de8486d867e8b2f7bfd133a96455f850,0
0x26a76f4fe7a21160274d060acb209f515f35429c,0xc7a1cb6edc22e94f17c80eb5b959f2ad28511d4e,erc20,77782.4706313863,0xa482955e69e55e32deb2e5eb89fae1171e79658395faf002c9cd6188ca811802,1638370842,candidate_layering,HBT,0x0ace32f6e87ac1457a5385f8eb0208f37263b415,0
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0x98e6acf253978cad6c075e8fc48deca74330b70b730931355cc3cb9195bb7242,1617152051,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0x688b2407342e2f2c07d9c909e4d440ba3890b6c907eb48e1b1b981f7bafb4cc2,1617152137,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0xfd544afc20fb30b29b2b753c2251bec014bc759c931f5030c12af09db5a21c4f,1617152137,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0x455712653f3ef4703489ae3e0af90c49f76d9f78085f71d8e2da4da2bb206371,1617155604,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0x85ddd693ee40bc3b3174fd38f7237e5d7b0fa7c9b5a5a51fe47a6b730d68e728,1617155608,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0x98625e90383412eba85d89c39a1cf1d163e3c7983fd646e8d41b2a345dad8d22,1617155620,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0xbec4c9fe4e630731a2ccf14d15ddc7039af2978f0f90918e5035b1112466ff1e,1617155666,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0x44e36e72207b5338138c6edb8845db94d1229b66fa296c92d477548663272471,1617155672,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0x4fbb1252608097fe167f87529f79b273dd02779ac915e0e7abf80d306e8413e6,1617155731,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0x68bb956d88af6e19cfafcdc0e24dda041bb506f9e83bc6f7c0d20e892b030789,1617155868,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0xecd7e63f85a27064e8ffa89eba006237edda7cd148cdddb89b7ff7c24431fdec,1617156047,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0x874c3a200b1436e88e464ecc23211baf29c576afc2a8af58ca7f40abe3687ce1,1617156047,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0x508b43bd0d509a0dfd92bc00d34b8592b8f11f60be4af3313806cad7d6412c3c,1617156048,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,0x9f161874e6e95c24dd278d0577a940c565d42e2b53a876c4e9ab7c127670a7c4,1617159747,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0x254c66759a2e6e9564625fe23caf03696d13a313ec0f6c0337d0b6757c2a7067,1617162240,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,0xb20179b0eb5c2609a13382ca313bd04cfcf3871012d28c2070340fa647149293,1617162532,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0xefe54b37fe11cc37d7f95ed377aa12b39b49e43ccbd7ec82aa1c8438817fa833,1617163287,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0x00e7676f5d1b396198c63ab5093c0308e671b3dbcc1d86fbd12baecb42893219,1617163635,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0x1cc1bd9f6d48866710ad572ceaf14baec44797a202ef04927214c0ddb03eb6e5,1617163642,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0x8b46d4123de03173a81515012e06f728c84268a1747f8b9b63531c7de1a3cc63,1617164104,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0xed648e2f9c160a6225ea5ac6d413c4472217f5197492a6cf434ef2fc9f87ddf6,1617164104,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0x87929f1a8070a41a370ec580e8e414fc390f61ba2af296a7a6a51f870531027a,1617164151,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,0xee16c15768136c74e8dd613c4e1e96ebb338e0103e3ddacccc7b5566834f993a,1617164384,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,0xd88e91c901973584f7a8d9f852625cc992c0a1c3fbbbac9cc4b61a5f3fa5642f,1617165838,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x12d66f87a04a9e220743712ce6d9bb1b5616b8fc,internal_eth,0.1,0xa1f2ce0274d386cb2f6b53b2596e079d6e66ce13b53e522dbcb9c9a3f8abf6ac,1617166294,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x12d66f87a04a9e220743712ce6d9bb1b5616b8fc,internal_eth,0.1,0x80fc488416b4a684c05a11f7e83e38b3559db9ade399cf8b1641958fa062d6f8,1617168356,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,0xda968dacaaad59f72da134c272ab65c3e40f1d5e999b5f29a7cc1318895de940,1617168526,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,0xc539044c0d187f2c3766a067e536f30223f240f4437c3e9e125121edf5d4f304,1617168538,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,0x4384ca410bae4aaea11b9930a959770531a92b7e687565b183f8f9cf3b2f9d3a,1617168538,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,0x3c06cd33e5ede50f4f76b61792607d8c90c5ad2cf199ce68de4934e3252cf333,1617168538,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,0x5adda65f719256755b1181906b51db8332546e4ecda4052e13a6a2727d339869,1617168538,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,0x8ca476a44a0fce761a6bf5c27eee512d9a8eca747a34c9a5b9edd1a3041519e9,1617168538,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,0x3ebb598ded5d251d9aed2f3eab88a0391782a19e03c8b1144f0009a998aa3736,1617168542,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,0x7329d69d7aed71f589758c08717128c23892a4f834e451eb705104e58c30ceb3,1617168542,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,0x59195ae16512445aa0c775184ea6a7dcd6f3305c77306a441102708921492928,1617168542,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,0x649f77bf26ec0e3bfff22fce1c45022230ab26ab75696d5e44b180f42010afdf,1617168542,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x12d66f87a04a9e220743712ce6d9bb1b5616b8fc,internal_eth,0.1,0x1f9ba8f2406d70e263d20ac4d161733e56fa2521068602c339aa4b236e31e2cc,1617168728,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x12d66f87a04a9e220743712ce6d9bb1b5616b8fc,internal_eth,0.1,0x0161430960500ba35d3e7e3972c688a8c963cd4523f17c8215096b0878568c7b,1617168730,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,0x6e35154cf2748528a90cc82e88e5bfc6ff95a3de1a6d96e336a396b91e8b3907,1617169414,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,0x0799545eaa179a135c920179462cc4f2435e76676074a5fdac224af645b1286d,1617169728,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,0x3f672017e5ed21902c5bc3360610690986062e62c398df02a757825e1c539791,1617169735,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,0x0159e56967a19fa9a392057633d0bd0af0eb90805fd559149b9925c892c8e36f,1617169735,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,0x1e849029f111415c9f6eb6d503b4c157be39bc596011f3fc6881201d40f42f55,1617169754,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,0x2aa776c24c24e843d4d08c3316e34f4ff2a4ddbc724a0aeec8cec7644a992124,1617169808,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,0xe0d3341c1a35d7ac10fb0495f5df5dc61dd15879b4433cee9da55d922a84d1e8,1617169808,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,0x84489e1b71ed30ad2292bd8766ec0528703ad1c7fa3cd208523aa79fcdbd6bc5,1617169808,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,0xb10d13311329a002a53bff2dc0fdec32692c1c25965ed9877753f83e1a3985dd,1617170973,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,0x336fb59ebbb5a34258b95c7fc796848e244bfc0a1c57502d63f04e2ead9c1a10,1617170973,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,0x10b5da43df19db38f77bd41ffd006ba8763adc6b5f3e2844cbced1fcacf4e1f8,1617170973,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,0x72af758276e4c5b2ae1793e4b58b6b6351b3114171056446df05ef4225530aee,1617176192,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,0x924496c5c72834c34606ef7afa0eac6adf9fe11d543008482322024d8aff1f2a,1617177673,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0xaf28cb6c674dbb6bcc50b563872174a96073b48952254eff84841b4efca20c21,1617180698,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0xff01c5558df40f07edeac0ecf534cf2e8b8cf0facdd8707a03f5a6d358f59f3e,1617181339,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0xe4a618cbb24b6f2c22873b2d522bcde456fb210c4de6f72a12956e0a1c29a99b,1617182935,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0x847158c9b48cbc1197d2bca9820a81084da941c266f5af87085fa86fca4945c4,1617183179,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0xc9660e5591bbf3be57e45493568a22f604d55c00171057bf1b84cf6ecf90ae7d,1617183643,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0x175c833f903b1aee47d391b0d194f0faf26277d000db17becf20ca0ca25d341c,1617184498,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,0xca49b442dceef2899438c0fe162b6098510fc58c4f155a943978e24fabbe79cf,1617184763,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,0xf038956e4b188d023b531f7f116aaf2d766d16f55a712094b2405597f51b046f,1617184962,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,0x64e008813b35beb6b4d40c80f5067bcd1ea5c8e325b41d7a061225da9d049cc7,1617185647,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,0x7cfabfd7ced7c82f2bbbbe754bab4364842cefcd057c715f78ee44a2dc833615,1617185799,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,0x782223655235ef7ad397d9c9a3ea6196b05bc564d088a34747bd5d7cf660980c,1617186234,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0xa6c6db9f79f04d23b52365a026377aa65ab05af3644ad28226070e3314baba63,1617186777,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0x314dc91c9e7d5e31ffb8c36dfe0656fc52da02d23b3fdb9bae936e378c237e39,1617186780,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,0x5cb2d1e4d6a97e5fc7a3e5d29f922a3eaa35d343cf06a1410c0041a9bcbe8aaa,1617187374,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,0x6605a6d74bc9ffcc70d253cfdf66f3fe75f2a329afe8b080c9d1cd85ae3d73ad,1617187489,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0x995a9cc1fdc3532480d8a234437614ec1cfd717340213f67cd762d0973490f21,1617188750,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,0x1a011150d79c8e738515e9be8698852fee5d575a5b51f58b49b03ead990ed3a7,1617189410,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0x8e4800424841a087c1955f41866d9a31c9971c5611aae2bcd0ebbc6981ea03ce,1617189994,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0x69676f16de78bd934bc0e1001b28f7515d05e1b7ff036a51d9d845f5402097fb,1617190855,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0x52fd29759addbf5899eead439c455dfbdbb56bad5266926b52fb1869bf6c921d,1617190897,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,0x78b2ffd1481e58c9032c4a424bfa7559c1a369cbc86074063634c2169ea0ded8,1617190947,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,0xaa8ea8928419dd90327be5a7c78e6c3e61f68b4047f150cb0632f4e06183f0a5,1617191050,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0x6734c32be1c820a387a23090bd07e2257a2a6ab26c28f8a57a7c4ca1bdfc81a4,1617191775,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0xdc1984cf6d44d76df015386e509d990c885c3f17de8c25cabb367608f5022ab4,1617191881,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0x028b244aafa41a77a05db50121fc74dfbcb6c23aa1478964186d7a3d827a829a,1617191962,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0x8bf7ab4df779955c1683e1c41ff22466a1ddc46da21c125bd639bc9e697cf74f,1617192025,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0x365dc0e44a5d5b706207dae4feb900aee7c9f52dd7374d6e35b93f0b5ee9785c,1617192117,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0x0a5286c528c12e524b22e629dd47a86ff416223bc037042922f66e251a1cef4a,1617192143,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0xc1d03088d8fc6d8f935ef35bfd54d9f71b30eb9a84413c6e869968e7bd6afa5d,1617192217,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0x56482a2b2014ed42acfa5caac47e68892e6a969bdfb1c6071d3dd4f698c192ab,1617192281,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0xfc64e67496f54234d4a8a2c9ed94f5043bea4293a1177aa9b542b35399547b8f,1617192408,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0xc3abd38771fc9c9274272826adff91828c5f297b4fd15ea108278b3353d55255,1617192615,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0xb2df618ca8fc3d05bfd45c28dcb759b129ba6e81e76c0ca1f01662c57b451c1e,1617192674,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0x3575a444efae5b60c639bb7bb4b6b732edced5ddf0bfa3a7d2c60a82fbc909fc,1617192715,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0xcdbc7d27c8ea409a065f6b18f95bf03ac5b96c0bfd46e98d90584c924764c604,1617192803,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,0x269f9207552effc916f1ecc72ff12505652674fddc7a7b66e547d5c32099640a,1617192931,candidate_layering,,,1
0x722122df12d4e14e13ac3b6895a86e84145b6967,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,0x924486d2689116d628bb0c84028e8cd8cb7cd4e8f028e39469fba592ad511d64,1617193106,candidate_layering,,,1
