source,target,transaction_type,amount,tokenSymbol,contractAddress,hash,timeStamp,label,source_layer
0x07002d0212e3d40a6e17773460579d694100b7f4,0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,normal_eth,100.0,,,0x6ef937945deef44fd8d47fcab298c2f93373fa2b582b58202fa535f2905a16bc,1656057432,candidate_layering,1
0x07002d0212e3d40a6e17773460579d694100b7f4,0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,normal_eth,100.0,,,0x44ce8b84c7f3385574d2a4c54125520c3d0d89e45e49b981ef0975f32ecff240,1656057514,candidate_layering,1
0x07002d0212e3d40a6e17773460579d694100b7f4,0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,normal_eth,100.0,,,0x44b1b4b47a4b4b76c75edd0be87c5bcb374af06d7106e4dde0345c322f890c50,1656057582,candidate_layering,1
0x07002d0212e3d40a6e17773460579d694100b7f4,0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,normal_eth,100.0,,,0x7a2fa690f2120a6349e6575a1d6338077f10b84847d5e85f15bbef845c85fbfd,1656057607,candidate_layering,1
0x07002d0212e3d40a6e17773460579d694100b7f4,0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,normal_eth,100.0,,,0x7ebc2145332e8d1a9ae8a11237e4d0016bd67c1c0f1869255c9bbd6120b3ce53,1656057660,candidate_layering,1
0x07002d0212e3d40a6e17773460579d694100b7f4,0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,normal_eth,100.0,,,0xa7e4503f05d808ee69995743d79cc31958ef0041b83093c4b19500f1e5cb8881,1656057693,candidate_layering,1
0x07002d0212e3d40a6e17773460579d694100b7f4,0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,normal_eth,100.0,,,0x3c77b7ccfb6383188caf4ec8d69b5bd0e0a87cf3b32b9c095ed08a44ccfe75d5,1656057728,candidate_layering,1
0x07002d0212e3d40a6e17773460579d694100b7f4,0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,normal_eth,100.0,,,0x8cd55c9c1eea01f8cf43fc966c4f751fa25af938db7263f8beefe4a67ad8a951,1656057745,candidate_layering,1
0x07002d0212e3d40a6e17773460579d694100b7f4,0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,normal_eth,100.0,,,0x7d4cbcb2fe10218af3828e2474c57fb13b536b852404633d384486b3c6607df0,1656057824,candidate_layering,1
0x07002d0212e3d40a6e17773460579d694100b7f4,0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,normal_eth,100.0,,,0xefa279bf117a1b39f4781cbd955a337f96247315f00d98ec03dc99b9e7d3bf73,1656057909,candidate_layering,1
0x07002d0212e3d40a6e17773460579d694100b7f4,0xe77b0377b498a2e485dc8043b9ccc8254f972195,normal_eth,79.23828992761278,,,0x27e2c0f92606049f47a4d51f2a9930c5b9dcacd2a77986e1a2eccafc527a9df1,1656071060,candidate_layering,1
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,,,0x5db9a0f0ff86efc5ebbcbf416896a2d10ee9e0cea48cd30ad68fe2993d2ce22c,1645439135,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x12d66f87a04a9e220743712ce6d9bb1b5616b8fc,internal_eth,0.1,,,0xb2ab16879c423ba11e8cd970c17f7c1a4fe9dce33cd45e61998c4a2753498a25,1645441561,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,,,0x67e79366cb7fd8782882ab40f2f26adda150ab93cb100789e94df8ec0a954158,1645442839,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x23773e65ed146a459791799d01336db287f25334,internal_eth,0.0101376,,,0xca6e7affcc5b79a0a9f97c1fad0fad347c23a7d4850218f1e77af4f43922e07b,1645445249,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,,,0x886eaab44a3d42cea4c56336be8a476085024ed7f7e2d270e64f0e4f26ece0f2,1645445491,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x12d66f87a04a9e220743712ce6d9bb1b5616b8fc,internal_eth,0.1,,,0x79f8af249bb385706aabce2667f1c6847cf2c169131fa40d98ac170576cfb446,1645445783,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x12d66f87a04a9e220743712ce6d9bb1b5616b8fc,internal_eth,0.1,,,0xbedb63edb2e81e632abd789c6e14826a8486fb9bcc0f17d573ecf65cb5fce471,1645445845,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,,,0xe50bd62443e2680badce1515c482d31001800eca3e331cb9ecd32b14d39b1675,1645445874,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,,,0x09770cd20d28235dbfa6ba3f9cbed3450c52ffdd8ea931cca44fd8809c7df3ba,1645445973,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,,,0x538465417255d9e7d7e53d278b04d2f03a56bbd9f3015ee30c4d328badfc2352,1645446123,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,,,0x37190d35ef1ea61ded84e1eabdc93c0eda142b9016d8f9b2e96d342ea537482c,1645446156,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,,,0x33cd42194863b6e0bec9123db21355cfcfc9de859cbb5c60723e5802d4235f51,1645447292,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x12d66f87a04a9e220743712ce6d9bb1b5616b8fc,internal_eth,0.1,,,0x7b4dd8f46fc44359ef388d86766e74320aa6bcf68fc2a111196134969e69f6e5,1645447836,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,,,0xb1537ba9dc3ea3a149f57a5302fdd740ffb4d25cb5796fe1c7480cc71f22eb12,1645448452,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,,,0x07aa1f21a6c2da70ae5ce8d1f80c6602501f70bc0ac6d8811a5fecdab4132525,1645449478,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,,,0x9fefdd27cc3fbb7a3fdbf604a8709c1f179f86e05d1ed8f5c58b5762103e147c,1645449519,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x12d66f87a04a9e220743712ce6d9bb1b5616b8fc,internal_eth,0.1,,,0x34b6ebff83aedb9d1631edc1949bde871d9cf0f9e96c98b2a0c348382b45ba56,1645450055,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,,,0x6aa2df423420b014598fc3b52f257d9a8adc283ef328f3b061c7bd2b3ace7506,1645450249,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,,,0x2f981a641ccd3d6add570ff5cc6155f4dd00971d0d47153f49563ff02503fa3c,1645450300,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,,,0x282f92feaa5b96c78bb352e7933f2b03a9c1ddfad7bf028c3d3a7c0e65b002b1,1645450338,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,,,0x95107f0a54504f73ff99bf0f178677c63a22473e118c068f3bf37c0d89c26ac5,1645450346,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,,,0xf4f9d89b37b17d3b78c43d878e4add6233753d2037808421585c84db7c832d6d,1645450376,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,,,0x5aa78ed5ceed86f15112989f94e414282657b79c0a753f32e13a8795b7629fed,1645450484,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,,,0xfe69e2c1b5837432a091c8c21667af6c1fe4c31ced1c3bb80ab914e4bb69378f,1645450673,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,,,0x4054a07468d58b8c411227302940250614e05cc4d29de283ebf6577929eb9dec,1645450796,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,,,0xab5775bcde285a4f069f4a84cf8ed2c74c90749aa744a987d2e19e12ba104b8a,1645450811,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,,,0xd717b06651aae21f760c7dc6487dcdb9bde24f4b26bc498767e3ab9772fb673c,1645450896,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,,,0x0765be354bf2c9c55636d52c2f66590e5d26bd8075fca786ef8dfed8403e433f,1645451040,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,,,0xb37dd20efa034ab42cc3b757c9f10db06aca4ee5244801d15d4319ede4b30168,1645451185,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,,,0x13d89dc74f5ee00e1deb98de9a5438a75f7a1ee2859a6534457982d8807bdf1b,1645451828,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,,,0xda37edbeac3f1336ed4a7bea9aead4a11553779788ac06ee0e149ef2a3d30107,1645455077,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,,,0xa5ac9ba1ed43438817724d69b85a65d1eddc6c3ebfb5d92519d4dcb370d349fc,1645455173,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,,,0x05ceb7fa785241c18d66f3cf3f7886fb5f71e93e28ccb6bda83d70048aef8081,1645455476,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,,,0x693e451b8335b99bfc04a9c25e362c12ff65f622ec4fde1f614c963a19f17ee5,1645457760,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,,,0xf0933932c8f5429b4e7986684f43e1019c1866a849b1a3c427d1ea4443b622c3,1645458049,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,,,0xdbe68d0b84026c0fc04be192fdac5a9b4c0d26a946b40fe6fbb7f9555d677189,1645458321,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,,,0xdf2f2498d60464fbb25771f94b37e7f783292c10ac69524e4552003c38530a7e,1645458633,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x12d66f87a04a9e220743712ce6d9bb1b5616b8fc,internal_eth,0.1,,,0x4aba07a946be05356c439c1604a5eca37d2dd06140461222e4556e344a11c954,1645459236,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,,,0x4f82138ee567a7e58f44dab83fae2fbfe5142cdf06e76b73dee21d1e8f1d59f9,1645459648,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,,,0xba2de979d77f2c2d99c1ff0bf8ec8b183db6b0b72ce08cf369ff406d56638a4e,1645460339,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,,,0xaec3a56d496dd3bb4244278491eec949623c17bce759ef0f4cc040142af32a67,1645460402,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,,,0x62e31450c2df236176e4363dc885af7c63f760d071423fee0d2f7ceeb8dd6582,1645460402,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,,,0xc86317897f04bbb9db551619636cd0337785cc367212a319d47efdd98b0b7dc8,1645460402,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,,,0x4549b52fcb84990dce747b483b8bf5ef087409e12b3e380f11b94af4327a09b3,1645460779,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,,,0x99ed3cde0571b17e82835280229da674fa8fd06f0cee9fcb909e0b382ab2d3ce,1645460803,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x23773e65ed146a459791799d01336db287f25334,internal_eth,0.0138974,,,0x6d5d70c1ac4181a03ec2c4050470954aa6f01db606badfd455d3261efb71d776,1645461119,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,,,0xec0a27bba2e49840694810f55d58cf684ebe74647fe0d0f389dad6728382010a,1645462229,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,,,0x6598e20656ea90254245a4142410a3983025142167acec9bf7aecaefb6a1d6d2,1645462437,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,,,0x806165f31850149847eb1450d2e5db038fd5c1b129dae5357135ba772d7e7cfb,1645462510,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,,,0x4614256a6403df3dbddd1c1f5e7efbf9596d40344e4b8140716f8eda79268420,1645462608,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,,,0xa0439de552418920677d07a59fb241d2e88733e10b0a3004b77f57d0ce30ecdb,1645462608,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,,,0x98c6b22c3a8cf5fe85fc137bb44d79a59085816344b85b8c8137ca21ec7d2def,1645462637,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,,,0xf91077101ed78c6d1b6362dde70782ef1bc5a5307a5d3141dbf66b6be1db2b0d,1645464599,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,,,0x766ff6691cf5671e4e463b1abd6d72ac92d6d77ac2d0ad0214ff6cac3229efe8,1645464978,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,,,0x616ead5b6c38764be47d7ffa10982600dc106c3d42a119335e587eb1c0eb8b20,1645465200,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,,,0xe8a86d11d16fb624eb03bcd8be17f51f497ff61be93dfe5c5eb79866f9f8f706,1645465217,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,,,0x9a4082075f346d48f5044e705ebbef9acf62f753b79a006f927cc448cae716ec,1645465240,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,,,0x19245e69d2a4f0a878768f2219429f599b8f3b3c63fe114249ca4f0b03dc2ceb,1645465277,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,,,0xcdd09841024809d77177dadd11bf50d414cd27b639b66d5fa5e754ca02758c64,1645465341,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,,,0xa7a5a175d988975a6ec17266b69838bab3f642edc64e61b70f43f99a1c45797e,1645465430,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,,,0x007b0d2fa9c0888dfda83c891f58fe53c69412909778cdcab0187c27f14ddf26,1645465459,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,,,0x1e76c3c753058518ae8cc416451311a095eacd7f4309350ca6a5474d43fbf234,1645465798,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,internal_eth,1.0,,,0x9fb82f4c76477ea53d972dcaae2487312e8688657c3ae1149daa3a1570be81a0,1645466001,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0xa160cdab225685da1d56aa342ad8841c3b53f291,internal_eth,100.0,,,0xc71352f2664b5a1416e1ddef120269ec901f8ab3c2c9db22e0695c0ca96fed7c,1645466052,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,,,0x074a2b0e2f30af5a769c0d42791ae5b91b0b50bbc0a2ea3f122e4be6d89bdb74,1645466111,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,,,0x426f1aaa6235f9edc4a444738564538648082e0bcbaecf0731d1fff67c8b9000,1645466410,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,,,0x02b49c81467bc3ab933b2756b2e28c42a05ca909ba500c7953551ea06547f383,1645467633,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,internal_eth,10.0,,,0x228b92e947a7449c18893bcebe705c90e70148c285c1b5327beabee46f235b01,1645467837,candidate_layering,2
0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,0x07687e702b410fa43f4cb4af7fa097918ffd2730,internal_eth,0.0149116,,,0xa8a380e8227515a84541f28cf974d3ef4bf7239bbb7ca77bf9bd643704ff1171,1645468277,candidate_layering,2
