source,target,transaction_type,amount,hash,timeStamp,label,tokenSymbol,contractAddress,source_layer,source_clean,target_clean,is_service_provider,service_matched_side,service_provider_name,service_provider_category,service_provider_source,service_provider_note
0xe47e8cd58c8e95f765e642d7dcb898f622cefa83,0x08dd16de9afbc4368d8efdc66fc41b8dbc5eadb1,normal_eth,1.0,0x369e05eedd428dae685ba573df3f29f69a5297f79c5a4ccfe199ae9936a88fd4,1647993726,candidate_layering,,,0,0xe47e8cd58c8e95f765e642d7dcb898f622cefa83,0x08dd16de9afbc4368d8efdc66fc41b8dbc5eadb1,False,none,,,,
0xe47e8cd58c8e95f765e642d7dcb898f622cefa83,0xb09e66b66b7daa35699496ff560e1034990e5e3a,normal_eth,588.0,0x1dc3c31aa91475c10e89cfb4b03e7a6715fe8018369a52f04d1505e345441207,1648018915,candidate_layering,,,0,0xe47e8cd58c8e95f765e642d7dcb898f622cefa83,0xb09e66b66b7daa35699496ff560e1034990e5e3a,False,none,,,,
0xe47e8cd58c8e95f765e642d7dcb898f622cefa83,0xb09e66b66b7daa35699496ff560e1034990e5e3a,normal_eth,1.3454710973687078,0xe76bc462ed91c599af18e0833973366d5a272256230bcb8129e20b0733d59afd,1648272987,candidate_layering,,,0,0xe47e8cd58c8e95f765e642d7dcb898f622cefa83,0xb09e66b66b7daa35699496ff560e1034990e5e3a,False,none,,,,
0xe47e8cd58c8e95f765e642d7dcb898f622cefa83,0x5b3256965e7c3cf26e11fcaf296dfc8807c01073,erc20,0.781275,0x3477cf6109465904d69fc004390d64685b2cc7b40fb1f9ec15625c2a041a3306,1647912084,candidate_layering,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,0xe47e8cd58c8e95f765e642d7dcb898f622cefa83,0x5b3256965e7c3cf26e11fcaf296dfc8807c01073,False,none,,,,
0xe47e8cd58c8e95f765e642d7dcb898f622cefa83,0x5b3256965e7c3cf26e11fcaf296dfc8807c01073,erc20,0.78933,0x097fac90bdba88d7f42d85db6558c4584b3b87c05e303e7642f17fbf6b71b14a,1647912221,candidate_layering,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,0xe47e8cd58c8e95f765e642d7dcb898f622cefa83,0x5b3256965e7c3cf26e11fcaf296dfc8807c01073,False,none,,,,
0xe47e8cd58c8e95f765e642d7dcb898f622cefa83,0x5b3256965e7c3cf26e11fcaf296dfc8807c01073,erc20,0.7892684999999998,0xbb9b666512042605031a5e1f978be6e12e69c2352b66f337c79a127038651b52,1647912292,candidate_layering,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,0xe47e8cd58c8e95f765e642d7dcb898f622cefa83,0x5b3256965e7c3cf26e11fcaf296dfc8807c01073,False,none,,,,
0xe47e8cd58c8e95f765e642d7dcb898f622cefa83,0x5b3256965e7c3cf26e11fcaf296dfc8807c01073,erc20,0.78919275,0x793cfd1a7b750cd95fd7ae5ba1e36895fd8d51222044b73122fb11b24eb14089,1647912351,candidate_layering,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,0xe47e8cd58c8e95f765e642d7dcb898f622cefa83,0x5b3256965e7c3cf26e11fcaf296dfc8807c01073,False,none,,,,
0xe47e8cd58c8e95f765e642d7dcb898f622cefa83,0x5b3256965e7c3cf26e11fcaf296dfc8807c01073,erc20,0.8047365075,0x6d47b40fcb415907fc76589545e7b65a65bc297fc1e43c90bf79527ac53ae612,1647912453,candidate_layering,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,0xe47e8cd58c8e95f765e642d7dcb898f622cefa83,0x5b3256965e7c3cf26e11fcaf296dfc8807c01073,False,none,,,,
0xe47e8cd58c8e95f765e642d7dcb898f622cefa83,0x5b3256965e7c3cf26e11fcaf296dfc8807c01073,erc20,0.8696585662500002,0xda477122ef4dbda30349b50625646c846afa230cc2a677582bc5fd5c7a5ff8ea,1647912526,candidate_layering,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,0xe47e8cd58c8e95f765e642d7dcb898f622cefa83,0x5b3256965e7c3cf26e11fcaf296dfc8807c01073,False,none,,,,
0xe47e8cd58c8e95f765e642d7dcb898f622cefa83,0x5b3256965e7c3cf26e11fcaf296dfc8807c01073,erc20,0.7813649999999999,0xd3b7d0d947b1072e935009ee30e9bf751940d575cef0609544dc64b4dcd66fd1,1647912545,candidate_layering,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,0xe47e8cd58c8e95f765e642d7dcb898f622cefa83,0x5b3256965e7c3cf26e11fcaf296dfc8807c01073,False,none,,,,
