source,target,transaction_type,amount,hash,timeStamp,label
0x0e4245ccb9954ead73f8bab13607cd2d86efc84c,0xa25d6e6e02d1fd7a886b83a906c91cde7ed8ddfc,internal_eth,27.84,0x373ad62dff20ed72197afda89f51c011c6ad50e29bb2d4c0d23b526c6859708c,1628819542,candidate_layering
0x0e4245ccb9954ead73f8bab13607cd2d86efc84c,0xa25d6e6e02d1fd7a886b83a906c91cde7ed8ddfc,internal_eth,361.3,0x13de4fb40d4095e72d4b9e069b73b1b2f38195080cbffb460e55d2a1357fd7f5,1629247290,candidate_layering
