address,layer,role
0x26a76f4fe7a21160274d060acb209f515f35429c,0,placement
0x722122df12d4e14e13ac3b6895a86e84145b6967,1,candidate_layering
0xa160cdab225685da1d56aa342ad8841c3b53f291,2,candidate_layering
