source,target,transaction_type,amount,hash,timeStamp,label
0x58b891a5f94e65f225549acef13a9dc3a33b1942,0xbca8d8e807358747a7935c0434a1e3875b15f813,normal_eth,1.0,0xccca8480bb5beb086e3287cfc7c5775d4f9adbebd4006aa15805ae4f09bfba0b,1629098263,candidate_layering
0x58b891a5f94e65f225549acef13a9dc3a33b1942,0x5925a53e9679b98749b74bb1bb4dcf4284251944,normal_eth,0.998341,0xd15adb457973e881a9ab80216e89d47e5d58023de4fa0b448b4f1d3eb7a5cb82,1629098376,candidate_layering
